태마,곡명,가사
힐링,스케치북,"우리에게 주어진
하루라는 시간 동안
어떤 색을
칠할 수가 있을까
파란 하늘처럼
하얀 초생달처럼
항상 그렇게
있는 것처럼
살 수 있을까
붓을 들 땐
난 고민을 하지 
조그만 팔레트 위에 놓인
몇 되지도 않는
물감들은
서로 날 유혹해
화려한 색칠로
멋을 냈지만
들여다보면
어색할 뿐
고민하지 마
너 느끼는 그대로
너의 지금 모습
솔직하게 그리면 되잖니 
걱정하지는 마 
네 작은 꿈들을
칠할 하얀 공간
아직까지 충분해
편협했던
내 비좁은 마음 
무엇을 찾아
헤매인 걸까
내 옆에 있어준
소중한 것들을 잊은채 
현실이란 이유
그것만으로
이기적인 삶 걸어왔지
고민하지 마
좀 잘못되면 어때
처음부터 다시
지우개로 지우면 되잖니 
걱정하지는 마
좀 서투르면 어때
그런 너의 모습
아름답기만 한걸
우리에게 주어진
하루라는 시간 동안
어떤 색을 칠할 수가 있을까
나나나나 나나나"
힐링,저녁향,"나이를 안 먹는 사람이 어딨던 가요
세상의 조금을 배우는 우리잖아요
이렇게 예쁜데
어떻게 늙어버릴까요
사람도 사랑도 웃음도 가득했는데
잠바에 모든 나의 손을 넣어두고서
따뜻해지길 기다렸었어
한 달에 세네 번쯤은 노을을 보고서
색깔에 맞춰서 눈 붉혔어
아아아 아아
아아아 아아
아아아 아아 아아
기억 하나에서 빠져나올 방법은
둘 중 하나
지우개로 빚은 술을
마시던가 밤을 걷던가
기억 하나에서 삐져 나오는
한숨을 아끼죠
왜냐하면 나는 숨이
너무 작은 가슴이니까
간만에 꽤 오랜 잠을 아껴둔 거라서
어울릴 꿈을 고르고 있어
인사해 안녕 고생한 나의 젊음이여
다리 아플 테니 앉아있어
아아아 아아
아아아 아아
아아아 아아 아아
아아아 아아
아아아 아아
아아아 아아 아아
난 돌아갈 기운은 없어서
멈춰 서봐요
꽃잎 개 수를 헤아리던
넌 어디쯤 가요
왜 그 놈의 기억은
남아서 괴롭힐까요
왜 우리는 싫어도
시간에 쫓기는 걸까요
"
힐링,힘든 하루 (Feat. 지혜),"무슨 고민이 있나요 
그대 눈빛이 슬퍼요
오래 좋아했던 그 사람의 
답장이 오지 않나요
웃을 일이 줄어들고 
뭔가에 빠질 여유도 없죠
일을 마치고 잠들었다 깨면 
똑같은 오늘 인걸요
힘든 하루였죠
그대의 뒷모습이 
많이 지쳐 보여요
꼭 안아주고 싶어요
마음이 아파 서글플 땐 
잠시 쉬어도 괜찮아요
몸에 난 상처보다 깊고 아픈데
아무도 모르잖아요
힘든 하루였죠
그대의 뒷모습이 
많이 지쳐 보여요
꼭 안아주고 싶어요
지친 하루였죠 
문득 모든 일들이
두렵고 버거워질 때
잊지 말아주세요
충분해요 그댄
있는 모습 그대로
지금 모습 그대로"
힐링,HELP,"어떤 약을 먹고 누워야 
잠이 들 수 있을까
사실 알고 있지만 좀 불안해
내게 엉켜있는 문제들을 
말하기 싫지만
나는 너무도 지쳐 있지
나를 괴롭히길 좋아하는 
많은 사람들이
사라진 세상이 있지 않을까
가끔은 도망치지만 
그 속에 숨기도 했지만
나는 결말을 알고 있지
하루 종일 했던 거지같은 말과
죽을 만큼 바보 같은 짓들에
갇혀 있는 나를 누가 대신 
꺼낼 수 없을까
오늘밤이 가기 전에
Help somebody help
Somebody help
Somebody help me please tonight
Somebody help
Somebody help
Somebody help me please tonight
다들 나와 같은 모습인데 
참고 있는 걸까
아니면 나만 못된 사람인 걸까
가끔은 꿈을 꾸지만 
그 속을 날기도 했지만
나는 결말을 알고 있지
하루 종일 했던 거지같은 말과
죽을 만큼 바보 같은 짓들에
갇혀 있는 나를 누가 대신 
꺼낼 수 없을까
오늘밤이 가기 전에
Help somebody help
Somebody help
Somebody help me please tonight
Somebody help
Somebody help
Somebody help me please tonight
이제 다시 아침이 오면 
난 일어날 수 있을까 
Somebody help
변하길 바란 모든 것들이 
여전히 그대로 일까 
Somebody help
이제 다시 아침이 오면 
난 일어날 수 있을까 
Somebody help
변하길 바란 모든 것들이 
여전히 그대로 일까 
Somebody help
이제 다시 아침이 오면 
난 일어나야 하는데 
Somebody help
변하지 않을 모든 것들이 
나는 자신이 없는데 
Somebody help
Somebody help"
힐링,믿을게,"보고 싶은 많은 사람들 
늘 쉽지 않은 마음의 용기
언제쯤 보자 또 언제 만나자
기약 없는 약속들이 늘고
무표정한 계절 사이로
너의 모습 내게 다가온다
오랜만이야 참 오랜만이야
길어진 하루 해 끝에
걸음을 늦춰보며
괜찮을 거야
다 괜찮을 거야
나의 하루는 그런대로 지내
믿을게 믿을래
그렇게 믿어볼게
잘했다고
우리 그 결정은 잘했다고
괜찮을 거야
다 괜찮을 거야
나의 하루는
내일도 같은 하루라도
믿을게 믿을래
그렇게 믿어볼게
이제 그만 더 이상
미안해하지 말고
괜찮아 다 괜찮아
지난일이야
마음속 남은 것들은
털어내고
괜찮아 다 괜찮아
지난일이야
슬퍼했던 마음은
이제는 모두 벗어내고
괜찮을 거야
다 괜찮을 거야
나의 하루는 그런대로 지내
믿을게 믿을래
그렇게 믿어볼게
잘했다고
우리 그 결정은 잘했다고
괜찮을 거야
다 괜찮을 거야
나의 하루는
내일도 같은 하루라도
믿을게 믿을래
그렇게 믿어볼게
이제 그만 더 이상
미안해하지 말고"
힐링,어른인 듯 아닌 듯,"어른이 되면 다를 것 같지
모든 걸 이해할 것만 같지
그런데 오늘 아끼던 구두
언니가 신고 나가면
불 같이 화를 내지
어른이 되면 다를 것 같지
스무 살은 뭐가 좀 달랐나
그래도 왠지 어른이 되면
집도 있고 차도 있고
돈도 많아야겠지
인생의 갈림길에 서 있어도
나이는 너에게 해 줄 말이 없지
하고 싶은 대로
네가 좋아하는 대로
보편적인 얘기들도 좋지만
모두가 보편적일 수는 없잖아
너를 믿어봐 한 번쯤은
네 얘길 들어봐
어른인 듯 아닌 듯
인 듯 아닌 듯
어른인 듯 아닌 듯
인 듯 아닌 듯
인생의 갈림길에 서 있어도
나이는 너에게 해 줄 말이 없지
하고 싶은 대로
네가 좋아하는 대로
보편적인 얘기들도 좋지만
모두가 보편적일 수는 없잖아
너를 믿어봐 한 번쯤은
네 얘길 들어봐
어른인 듯 아닌 듯
인 듯 아닌 듯
어른인 듯 아닌 듯
인 듯 아닌 듯
어른인 듯 아닌 듯
인 듯 아닌 듯
어른인 듯 아닌 듯
인 듯 아닌 듯"
힐링,요즘 너 말야 (Album Edit),"요즘 너 말야
참 고민이 많아
어떡해야 할지 모르겠나봐
언제나 함께하던 너의 노래가
이젠 들리지가 않아
사실 넌 말야
참 웃음이 많아
누가 걱정하기 전에
툭툭털고 일어나
해맑은 미소로 날 반겨줄 거잖아
쉬운일은 아닐꺼야
어른이 된다는 건 말야
모두 너와 같은 마음이야
힘을 내보는거야
다시 너로 돌아가
이렇게 희망의 노랠불러 새롭게
널 기다리는 세상을 기대해봐
다시 달려가보는거야
힘이들고 주저앉고 싶을 땐 이렇게
기쁨의 노랠 불러 씩씩하게
언젠가 모든 추억이 될
오늘을 감사해
기억해 힘을 내 my friend

쉬운일은 아닐꺼야
어른이 된다는건말야
모두 너와 같은 마음이야
힘을 내보는거야
다시 너로 돌아가 이렇게
희망의 노랠 불러 새롭게
널 기다리는 세상을 기대해봐
다시 달려가보는거야
힘이들고 주저앉고 싶을 땐 이렇게
기쁨의 노랠 불러 씩씩하게
언젠가 모든 추억이 될 오늘을
감사해 기억해 힘을 내 my friend

널 위한 세상을 기대해
힘이들고 주저앉고 싶을 땐 이렇게
기쁨의 노랠 불러 씩씩하게
언젠가 모든 추억이 될 오늘을
감사해 기억해 힘을 내 my friend"
힐링,새벽라디오 199.3,"늦은 새벽 불빛 아래
힘주어 담은 진심에
더욱 진해지는 글씨를
소리내어 읽어본다
하나의 선율이 될 때 즈음엔
이른 새벽이 되곤 해
숱한 고민들이 지구 한 바퀴를 돌아
너의 라디오에서 들려오면
어느 슬픈 새벽에도
나의 새벽을 닮은 비가 내려지면
흐린 창가에는 무지개가 뜰 거야
요일을 잊은 나의 일주일이
너의 달력으로 들어가면
푸른 새벽이 더는 외롭지 않을까
이 노래를 너에게 보내줄게
어느 슬픈 새벽에도
나의 새벽을 닮은 비가 내려지면
흐린 창가에는 무지개가 뜰 거야
어느 슬픈 새벽에도
나의 새벽을 닮은 비가 내려지면
흐린 창가에는 무지개가 뜰 거야"
힐링,멀미,"난 사람을 배우고 
사랑도 해봤죠 
괜찮아 보이죠 
자랐어요
난 참을 수 있었고 
감추기도 하죠
티 나지는 않죠 
자라서 
사람을 배우고 
사랑도 외로워 
괜찮아 보이죠 
만났네요 
우린 멀미를 하는 거야 
조금 먼 길을 가는 거야 
울렁이는 이 길은 마치 
나의 Island 
손에 닿으면 터질 것 같은 
나의 Island 
속이 메스꺼워 
난 대체 어딜 향해 가는 거야 
우린 멀미를 하는 거야 
조금 먼 길을 가는 거야 
출렁이는 이 길은 마치 
나의 Island 
손에 닿으면 터질 것 같은 
나의 Island 
토할 것 같아 
난 대체 무슨 생각하는 거야 
사람을 배우고 
사랑도 해봤죠 
괜찮아 보이죠 
바랐어요"
힐링,고슴도치의 기도,"오늘도 고슴도치는
자기가 원하는 게 뭔지는
빨리도 깨달아요
하지만 좋든 싫든
직면하는 법을 모르는
고슴도치죠
누가 가르쳐 줬는지
피해가는 법만 배웠죠
그래서 아빤 말했죠
좋을 땐 기분을 조금만
묻어두자고
눈물이 떨어질 때
조금은 담아 두자고
필요할 때 꺼내 쓰자고
하지만 한참 어린
고슴도치
묻어 두는 것도
담아 두는 것도 몰라
어리석은 
고슴도치
모르겠어요
모르겠어요
오늘도 내 하루는
왜 이리
힘이 드는 걸까요
모르겠어요
다가갈수록
더 아프지만
나는 사랑할래요
사랑할래요 너를
사랑할래요
사랑할래요 너를"
힐링,너의 존재 위에,"어떤 슬픈 밤 숨을 곳 없는 나
어긋나는 일을 저질렀지만
이상하게도
부끄럽거나 두렵지도 않아
맹세컨대
난 그게 뭔지조차도 몰랐으니까
잠들기 전 늘 소용없는 기도
신조차도 나를
사랑하지 않으실까 봐
두려웠어 늘 원하시는 대로
맹세컨대
난 그게 옳은 일이라고 믿었으니까
너의 존재 위에 무언가를
너의 존재 위에 무언가를 두지마
어떤 내일도 오늘을 대신할 순 없어
그보다 더 소중한 너의 존재 위에
난 참 바보처럼 쫓았지
보이지 않는 허상을
잡히지 않는 안개를
두 손에 쥐려고 애를 썼네
불행함의 이유를
이 괴로움의 시간을
다 견뎌내려 하지마
바로 지금 이 순간부터
너의 존재 위에 무언가를
너의 존재 위에 무언가를 두지마
꿈도 명예도 어제와
불확실한 내일 그보다 더 소중한
닥친 내일이 어깨를 짓눌러
멍든 어제가 발목을 잡아도
모든 이유를 이해할 때까지
너의 존재 위에
너의 현재 위에 무언가 무언가를
너의 존재 위에 무언가를 두지마
어떤 약속도 아무도
대신할 수 없는 무엇보다 더 소중한
너의 존재 위 너의 존재 위
너의 존재 위에"
힐링,예쁜하루,"꽃들이 날 보고
꽃이라 얘기하네
오늘 하루
잘 보내라 손짓하며
조그만 새들도
카페에 고양이도
오늘을 응원하네
거리에 심어진
파란 나무들이
오늘 하루
잘 보내라 손짓하네
바람이 시킨건지
나무의 마음인지
그건 알 수가 없네
따뜻한 햇살이
창문을 두드리고
못 본 척 커튼을
닫아버려도
작은 틈새로
수줍은 인사 하네
예쁜 하루 되세요
거리에 심어진
파란 나무들이
오늘 하루
잘 보내라 손짓하네
바람이 시킨건지
나무의 마음인지
그건 알 수가 없네
상처를 받았다는 것
그것도 내 몫인 거야
마음을 비우고
욕심을 버리면
그 날 하루가
예쁘게 보일 거야
꽃들이 날 보고
꽃이라 얘기하네
오늘 하루
잘 보내라 손짓하며
조그만 새들도
카페에 고양이도
오늘을 응원하네
상처를 받았다는 것
그것도 내 몫 인 거야
두 손을 모으고
기도를 한다면
오늘 하루가
예쁘게 보일 거야
거리에 심어진
파란 나무들이
오늘 하루
잘 보내라 손짓하네
바람이 시킨건지
나무의 마음인지
그건 알 수가 없네
따뜻한 햇살이
창문을 두드리고
못 본 척 커튼을
닫아버려도
작은 틈새로
수줍은 인사 하네"
힐링,웃으며 넘길래,"거리에 많은 사람들
어딘가로 향하는 
빠른 발걸음
그렇게 모두 살아가지
가슴 속 깊은 사연들
저마다 아픈 구석 
하나쯤은 있네
그렇게 모두 살아가지
가끔은 뭐 하나 되는 일이 없고
한없이 작아지고
주저앉고 싶어도
하지만 단 한 가지
나에게 꿈이 있다네
힘들다 뭐래도
난 그냥 웃으며 넘길래
세상을 모른다 해도
아직 많은 길이 남았대도
내 가슴이 뛰네
언제나 그렇듯
웃으며 넘길래
스쳐간 많은 사람들
언제부턴지 기억나질 않네
그런게 모두 추억이지
가끔은 뭐 하나 되는 일이 없고
한없이 작아지고
주저앉고 싶어도
하지만 단 한 가지
나에게 꿈이 있다네
힘들다 뭐래도 난
그냥 웃으며 넘길래
세상을 모른다 해도
아직 많은 길이 남았대도
내 가슴이 뛰네
언제나 그렇듯
웃으며 넘길래 "
힐링,하루만큼 강해진 너에게,"당신이 얼마나 참고 있는지 
내 눈에는 보여요 
불안한 현실을 
견뎌내기가 쉽진 않겠죠 
하루에 몇 번 씩 한 숨 쉬는지 
나는 다 알고 있죠 
터벅이는 발걸음 
조금 더 무거워졌나요 
어제도 오늘도 똑같은데 
나아지지 않는 걸 
지독한 사랑도 이젠 정말 
지쳐 버리지만 한 번 더 
주문을 걸어 너의 내일이 
행복해지기를 나아지기를 
한걸음 다가선 너의 꿈들이 
널 이끌어주기를 
똑같은 굴레의 무게가 
너를 계속 짓눌러와도 
숨을 쉬기 힘든 
오늘을 살아낸 너는 
하루만큼 강해졌다는 걸 
하루에 몇 번 씩 
하늘 보는지 나는 다 알고 있죠 
버적거리는 마음 
조금 더 무거워졌나요 
어제도 오늘도 똑같은데 
나아지지 않는 걸 
지독한 사랑도 이젠 정말 
지쳐 버리지만 한 번 더 
주문을 걸어 너의 내일이 
행복해지기를 나아지기를 
한걸음 다가선 너의 꿈들이 
널 이끌어주기를 
똑같은 굴레의 무게가 
너를 계속 짓눌러와도 
숨을 쉬기 힘든 
오늘을 살아낸 너는 
하루만큼 강해졌다는 걸 
지친 밤 눈물 
고독한 시간 모두 가져가줘 
나약한 오늘 버텨내길 
강해지길 난 너를 향해 
주문을 걸어 너의 내일이 
행복해지기를 나아지기를 
한걸음 다가선 너의 꿈들이 
널 이끌어주기를 
똑같은 굴레의 무게가 
너를 계속 짓눌러와도 
숨을 쉬기 힘든 
오늘을 살아낸 너는 
하루만큼 강해졌다는 걸 "
